meme;text0;text1
Conspiracy-Keanu;So, you're telling me;My dbms handles its own auto incrementing ids?
Conspiracy-Keanu;So, you're telling me;My dbms handles its own auto incrementing ids?
Conspiracy-Keanu;That moment when;you finally learn what the curse word your cousin taught you when you were 8 means
Conspiracy-Keanu;what if hippies;are merely the reincarnation of Puritans
Conspiracy-Keanu;THINKING IS HARD;
Conspiracy-Keanu;What if there was a place you could rent a dress;and it was modest?
Conspiracy-Keanu;What if interest rates continue to rise;Instead of the oceans?
Conspiracy-Keanu;Bitcoin is like a digital hug...;
Conspiracy-Keanu;   ;oh f*ck.......
Conspiracy-Keanu;I am not joking;One of England's kings could of wanted to rule 1000 but it was not that time so he could have forged documents so he could rule. IT COULD BE THE 1700s PEOPLE
Conspiracy-Keanu;What do you mean....;It ain't gonna lick itself
Conspiracy-Keanu;WHAT IF BEING SOBER;IS ACTUALLY BEING DRUNK AND BEING DRUNK IS ACTUALLY BEING SOBER
Conspiracy-Keanu;What if all these DNA services are just tracking ethnicity;So they know who to round up for another holocaust?
Conspiracy-Keanu;If I hate people who use (misspelled) racial slurs;Does that make me racist?
Conspiracy-Keanu;The mass is being deployed?!;No!!!!!!!!!!!!!
Conspiracy-Keanu;what if actually she's just a disguise;and he enjoys his best friend butthole
First-World-Problems;When someone gives you a present ;Filled with spiders
First-World-Problems;every time i start warming up to trump;liberal media seems to know and shows me something bad they claim he did
First-World-Problems;My mom called;And said chrome died
First-World-Problems;Watched the new girlmore girls;It ended on a cliffhanger
First-World-Problems; My parents download New restriction settings;Allows internet explorer, restricts google Chrome 
First-World-Problems;today i got a million;tomorrow i dont know
First-World-Problems;Bruce walked out of his office;to tell me he sent me an email
First-World-Problems;Why is it;Monday
First-World-Problems;The moment you realized that...;You couldn't catch ditto
First-World-Problems;you get Zwingli and Luther in the same room;they talked for 3 days and still couldn't agree
First-World-Problems;Have no money to buy a jumper you don't like and will never wear;But Capaldi wore it in one episode
First-World-Problems;Got a pair of fresh Jordans;Stepped on a puddle on the street
First-World-Problems;Went somewhere else to get a cheap tattoo;Shoulda went to cullen balch
First-World-Problems;Went somewhere else to get a cheap tattoo;Shoulda went to chris barden
First-World-Problems;no one review my PR;
First-World-Problems;when you realize that there's a presentation;as well as the damn paper. i hate ww1.
First-World-Problems;Went somewhere else to get a cheap tattoo;Shoulda went to dean baumgartner
First-World-Problems;1 home warranty ;i know we can do better than that
First-World-Problems;Went somewhere else to get a cheap tattoo;Shoulda went to brandy hollowell
First-World-Problems;Went somewhere else to get a cheap tattoo;Shoulda went to Liquid Metal
First-World-Problems;Went somewhere else to get a cheap haircut;Shoulda went to colleen gestler
First-World-Problems;wanted to transmute;but fails
First-World-Problems;it was at this moment joanna knew,; she fucked up
First-World-Problems;When you ask who's from the Lubbock area;And everyone responding are from areas no where NEAR Lubbock. 
First-World-Problems;when simply nailogical;doesnt post
First-World-Problems;When your PT tells you how to fix your knee pain;by rolling your IT band 3x daily...
First-World-Problems;WHEN YOU WAKE UP;AND YOU STILL IRRIGANT
First-World-Problems;That feeling when a boy tells you he cares about you ;Then takes the last slice of pizza
First-World-Problems;That moment when you realize;Tomorrow is Wednesday
First-World-Problems;I just realized;Tomorrow is Wednesday
First-World-Problems;Bruce walked out of his office;to tell me he sent me an email
First-World-Problems;Why is it;Monday
First-World-Problems;The moment you realized that...;You couldn't catch ditto
First-World-Problems;you get Zwingli and Luther in the same room;they talked for 3 days and still couldn't agree
First-World-Problems;Have no money to buy a jumper you don't like and will never wear;But Capaldi wore it in one episode
First-World-Problems;Got a pair of fresh Jordans;Stepped on a puddle on the street
First-World-Problems;Went somewhere else to get a cheap tattoo;Shoulda went to cullen balch
First-World-Problems;Went somewhere else to get a cheap tattoo;Shoulda went to chris barden
First-World-Problems;no one review my PR;
First-World-Problems;when you realize that there's a presentation;as well as the damn paper. i hate ww1.
First-World-Problems;Went somewhere else to get a cheap tattoo;Shoulda went to dean baumgartner
First-World-Problems;1 home warranty ;i know we can do better than that
First-World-Problems;Went somewhere else to get a cheap tattoo;Shoulda went to brandy hollowell
First-World-Problems;Went somewhere else to get a cheap tattoo;Shoulda went to Liquid Metal
First-World-Problems;Went somewhere else to get a cheap haircut;Shoulda went to colleen gestler
First-World-Problems;wanted to transmute;but fails
First-World-Problems;it was at this moment joanna knew,; she fucked up
First-World-Problems;When you ask who's from the Lubbock area;And everyone responding are from areas no where NEAR Lubbock. 
First-World-Problems;when simply nailogical;doesnt post
First-World-Problems;When your PT tells you how to fix your knee pain;by rolling your IT band 3x daily...
First-World-Problems;WHEN YOU WAKE UP;AND YOU STILL IRRIGANT
First-World-Problems;That feeling when a boy tells you he cares about you ;Then takes the last slice of pizza
First-World-Problems;That moment when you realize;Tomorrow is Wednesday
First-World-Problems;I just realized;Tomorrow is Wednesday
First-World-Problems;Bruce walked out of his office;to tell me he sent me an email
First-World-Problems;Why is it;Monday
First-World-Problems;The moment you realized that...;You couldn't catch ditto
First-World-Problems;you get Zwingli and Luther in the same room;they talked for 3 days and still couldn't agree
First-World-Problems;Have no money to buy a jumper you don't like and will never wear;But Capaldi wore it in one episode
First-World-Problems;Got a pair of fresh Jordans;Stepped on a puddle on the street
First-World-Problems;Went somewhere else to get a cheap tattoo;Shoulda went to cullen balch
First-World-Problems;Went somewhere else to get a cheap tattoo;Shoulda went to chris barden
First-World-Problems;no one review my PR;
First-World-Problems;when you realize that there's a presentation;as well as the damn paper. i hate ww1.
First-World-Problems;Went somewhere else to get a cheap tattoo;Shoulda went to dean baumgartner
First-World-Problems;1 home warranty ;i know we can do better than that
First-World-Problems;Went somewhere else to get a cheap tattoo;Shoulda went to brandy hollowell
First-World-Problems;Went somewhere else to get a cheap tattoo;Shoulda went to Liquid Metal
First-World-Problems;Went somewhere else to get a cheap haircut;Shoulda went to colleen gestler
First-World-Problems;wanted to transmute;but fails
First-World-Problems;it was at this moment joanna knew,; she fucked up
First-World-Problems;When you ask who's from the Lubbock area;And everyone responding are from areas no where NEAR Lubbock. 
First-World-Problems;when simply nailogical;doesnt post
First-World-Problems;When your PT tells you how to fix your knee pain;by rolling your IT band 3x daily...
First-World-Problems;WHEN YOU WAKE UP;AND YOU STILL IRRIGANT
First-World-Problems;That feeling when a boy tells you he cares about you ;Then takes the last slice of pizza
First-World-Problems;That moment when you realize;Tomorrow is Wednesday
First-World-Problems;I just realized;Tomorrow is Wednesday
First-World-Problems;Bruce walked out of his office;to tell me he sent me an email
First-World-Problems;Why is it;Monday
First-World-Problems;The moment you realized that...;You couldn't catch ditto
First-World-Problems;you get Zwingli and Luther in the same room;they talked for 3 days and still couldn't agree
First-World-Problems;Have no money to buy a jumper you don't like and will never wear;But Capaldi wore it in one episode
First-World-Problems;Got a pair of fresh Jordans;Stepped on a puddle on the street
First-World-Problems;Went somewhere else to get a cheap tattoo;Shoulda went to cullen balch
First-World-Problems;Went somewhere else to get a cheap tattoo;Shoulda went to chris barden
First-World-Problems;no one review my PR;
First-World-Problems;when you realize that there's a presentation;as well as the damn paper. i hate ww1.
First-World-Problems;Went somewhere else to get a cheap tattoo;Shoulda went to dean baumgartner
First-World-Problems;1 home warranty ;i know we can do better than that
First-World-Problems;Went somewhere else to get a cheap tattoo;Shoulda went to brandy hollowell
First-World-Problems;Went somewhere else to get a cheap tattoo;Shoulda went to Liquid Metal
First-World-Problems;Went somewhere else to get a cheap haircut;Shoulda went to colleen gestler
First-World-Problems;wanted to transmute;but fails
First-World-Problems;it was at this moment joanna knew,; she fucked up
First-World-Problems;When you ask who's from the Lubbock area;And everyone responding are from areas no where NEAR Lubbock. 
First-World-Problems;Not moving to Mexico !!!;Now I have to admit Trump was right !!!
First-World-Problems;Received a question for a customer;never been trained on how to solve it
First-World-Problems;The typical face;of a ryokomist fan
First-World-Problems;When you really enjoy the simple things in life;but mill says they don't use your higher faculties
First-World-Problems;when you wait till last minute;to complete your citi training
First-World-Problems;When Steven says he'll come back;but doesnt come back
First-World-Problems;SPELLING;i can't do it!
First-World-Problems;Hy is perfek!;Maar kan nie AFRIKAANS PRAAT NIE!!!
First-World-Problems;When Facebook has custom genders;But you can only choose man or female in who you're interested in
First-World-Problems;When facebook has custom genders options;but no custom interested in options #triggerkin
First-World-Problems;when face has custom gender options;bit limits interested in options to male and female
First-World-Problems;;They were ALL eaten by Quality Monitors..
First-World-Problems;wanted to monitori java;no jmx port
First-World-Problems;When your fiancé is away with the navy;"And they play ""all I want for Christmas"" or ""I'll have a blue Christmas without you"""
First-World-Problems;When Houde says she's going to TPR your case...;
First-World-Problems;When your fiancé is away with the navy;"And they play ""all I want for Christmas is you"" or I'll have a blue Christmas without you"""
First-World-Problems;When your fiancé is away with the navy;"And they play ""all I want for Christmas is you"" or ""I'll have a blue Christmas without you"""
First-World-Problems;Quand tu sait que tu a 3h de Joomla;3 fois par semaine
First-World-Problems;noise cancelling earphones work so well;i cant hear anyone calling me when im listening to music
First-World-Problems;when your a federalist ;and jefferson wins the election 
First-World-Problems;when you finished cutting a 1/4th ;then sir says please pass
First-World-Problems;When you just finished cutting the 1/4th;then sir says please pass
First-World-Problems;My Geissele trigger is getting delivered today;After I leave for the shooting range
First-World-Problems;if only i could go back in time;i would've bought a gun
Forever-Alone;Says joke into active group chat;Everyone stops responding and two people leave
Forever-Alone;When Even The Low Lifes Dont Talk To You;*Music* Hello DarkNess My Old Friend....
Forever-Alone;When you realize ;She way prettier than your ex 
Forever-Alone;choudry wishes;he has friends
Forever-Alone;sure;
Forever-Alone;Can i show you my starwars posters?;Everyone runs
Forever-Alone;Girl says wanna hang;She brings a rope
Forever-Alone;;I give up
Forever-Alone;Asks out S3;She brings her friends to the date
Forever-Alone;I just bought virtual girlfriend;It did't work
Forever-Alone;I just bought a virtual girlfriend;it did not work
Forever-Alone;creates friend during isolation;friend kills loved ones
Forever-Alone;I'M SORRY;YOUR CODE IS ALWAYS PRETTY
Forever-Alone;No Bitches;To fuck
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;Oussama;wtf haha
Forever-Alone;haha;hh 
Forever-Alone;"""anyone wanna help me prep for my checkride?""";-lt kellarakos on groupme
Forever-Alone;Falls in love with rochester;finds out he has a wife
Forever-Alone;i have no one else i can ask for help;
Forever-Alone;Rip ship;Mercy x genji
Forever-Alone;your face when you see sarah and alan flirting...;and you wish someone would flirt with you 
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;123
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;Oussama;wtf haha
Forever-Alone;haha;hh 
Forever-Alone;"""anyone wanna help me prep for my checkride?""";-lt kellarakos on groupme
Forever-Alone;Falls in love with rochester;finds out he has a wife
Forever-Alone;i have no one else i can ask for help;
Forever-Alone;your face when you see sarah and alan flirting...;and you wish someone would flirt with you 
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;123
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;Oussama;wtf haha
Forever-Alone;haha;hh 
Forever-Alone;"""anyone wanna help me prep for my checkride?""";-lt kellarakos on groupme
Forever-Alone;Falls in love with rochester;finds out he has a wife
Forever-Alone;i have no one else i can ask for help;
Forever-Alone;RUNS AS A CONSTITUTIONAL UNIONIST;NO ONE CARES
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;123
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;;test
Forever-Alone;Oussama;wtf haha
Forever-Alone;haha;hh 
Forever-Alone;"""anyone wanna help me prep for my checkride?""";-lt kellarakos on groupme
Forever-Alone;Falls in love with rochester;finds out he has a wife
Forever-Alone;i have no one else i can ask for help;
Forever-Alone;RUNS AS A CONSTITUTIONAL UNIONIST;NO ONE CARES
Forever-Alone;whats the point of crying;if nobody is there to see you cry?
Forever-Alone;Dante ;Forever in stone 
Forever-Alone;gotta drain the swamp;so the true swamp monster can rule
Forever-Alone;Met a cute guy today...;turned out he was an athiest
Forever-Alone;tHAT MOMENT;when my best buddy is lost to a 10 year older than him and ugly girl
Forever-Alone;when your bored;and no one cares
Forever-Alone;liza lapira was born in 1964;
Forever-Alone; liza lapira was born in 1924;
Forever-Alone;liza lapira was born in 1946;
Forever-Alone;liza lapira was born in 1997;
Forever-Alone;i think we need to establish like a weekly shower cleaning schedule;i was able to clean a lot of gunk w/ the scrubbing bubbles but we should keep doing it
Forever-Alone;Is in a room with friends;Isn't allowed to play music
Forever-Alone;wanker of the year award;neil and david 
Forever-Alone;finds pet cat;pet cat runs away
Forever-Alone;Jaleesa;You funny
Forever-Alone;Jaleesa,;you funny
Forever-Alone;;ni queria
Forever-Alone;When you finally do your homework;but the teacher doesn't grade it
Forever-Alone;my mom say`s im special;but i am so ugly
Forever-Alone;My goal for 2017 is to achieve the goals of 2016; which I didn't achieve in 2015, as i promised in 2014 & planned in 2013.
